city 1, 112.60143518208037, 28.41593454496681 
city 2, 96.10354771645095, 37.53671785929851 
city 3, 123.1976393266716, 16.34430957011603 
city 4, 156.1934142579304, 26.940513714707265 
city 5, 58.949768627187986, 43.97491784588559 
city 6, 85.23908523908526, 33.37871370129435 
city 7, 82.0199852457917, 50.01073033331098 
city 8, 71.96029776674939, 31.500905371873117 
city 9, 99.85916437529343, 26.672255381932807 
city 10, 112.33317684930589, 17.9538595667628 
city 11, 46.20749782040105, 37.53671785929851 
city 12, 43.92730199181812, 68.52055529474885 
